id,taskid,filename,visitid,customername,storetype,salesgroup,distr_chan,mastertaskname,salescampaignname,salescyclename,sales_office,mrchr_visitdate,filepath,label
19,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
20,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
21,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_201702,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
22,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
23,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_十月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
24,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
25,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_201701,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
26,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
27,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
28,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
29,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
30,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
31,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_201703,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
32,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
33,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_201703,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
34,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
35,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-761EEA5F-43EF-4F18-9324-BA6C456874A7.jpg,Johnson Baby
36,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,Johnson Baby
37,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_201701,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,Johnson Baby
38,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_201703,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,Johnson Baby
39,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,Johnson Baby
40,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_十月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,Johnson Baby
41,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_十月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,Johnson Baby
42,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_201702,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,Johnson Baby
43,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,Johnson Baby
44,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,Johnson Baby
45,00930b1a-9a56-4a03-a424-c49523aa81b1-MySales,00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,48e738eb-e62d-473b-b503-644a189be03e-MySales,家樂福沙鹿店,hyper,Carrefour 家樂福,,TW_Task_促銷陳列調查_C4_DM11,TW_Campaign_C4_2017Mar,TW_Cycle_CF,,,C:\Users\akuma375\Consumer_ImageData\00930b1a-9a56-4a03-a424-c49523aa81b1-MyRep-D860BD34-68F8-41A3-96C9-7EDAF6B4FA93.jpg,Johnson Baby
